title,author,date,abstract,column,url
TOPIC OF THE WEEK: A VEEEEEEERY revealing tweet,Toni Marcheva,"September 24, 2018",N/A,Opinion,https://wildcat.arizona.edu/101625/opinions/topic-of-the-week-a-veeeeeeery-revealing-tweet/
College publications deserve a seat at the adults’ table,The Daily Wildcat Opinions Board,"September 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/104496/opinions/college-publications-deserve-a-seat-at-the-adults-table/
"As baby boomers retire, job market will become more competitive than ever",Nick Trujillo,"September 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/106565/opinions/as-baby-boomers-retire-job-market-will-become-more-competitive-than-ever/
Issue of the Week: The FDA will line its pockets by taking the JUUL out of yours,Chuck Valadez,"September 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/122499/opinions/issue-of-the-week-the-fda-will-line-its-pockets-by-taking-the-juul-out-of-yours/
Gym fight: Campus Rec vs. Kamps Fitness,Mikayla Balmaceda,"September 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/102354/opinions/gym-fight-campus-rec-vs-kamps-fitness/
Just think about it: Nike and corporate ‘wokeness’,The Daily Wildcat Opinions Board,"September 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/125569/opinions/just-think-about-it-nike-and-corporate-wokeness/
OPINION: Get your religion out of politics,Marisa Latzman,"September 8, 2018",N/A,Opinion,https://wildcat.arizona.edu/101112/opinions/opinion-get-your-religion-out-of-politics/
"It’s not just you, Tucson’s getting hotter",Alec Scott,"September 8, 2018",N/A,Opinion,https://wildcat.arizona.edu/111328/opinions/its-not-just-you-tucsons-getting-hotter/
"Sometimes, first isn’t best – or right",The Daily Wildcat Opinions Board,"September 4, 2018",N/A,Opinion,https://wildcat.arizona.edu/128605/opinions/sometimes-first-isnt-best-or-right/
The primary is not secondary,The Daily Wildcat Opinions Board,"August 27, 2018",N/A,Opinion,https://wildcat.arizona.edu/104278/opinions/the-primary-is-not-secondary/
EDITORIAL: From student journalists: We are not the enemy of the people,Editorial board,"August 19, 2018",N/A,Opinion,https://wildcat.arizona.edu/109290/opinions/editorial-from-student-journalists-we-are-not-the-enemy-of-the-people/
Welcome from President Robbins,Dr. Robert Robbins,"August 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/135066/opinions/welcome-from-president-robbins-2/
We are The Daily Wildcat – and you are too,The Daily Wildcat Opinions Board,"July 28, 2018",N/A,Opinion,https://wildcat.arizona.edu/136585/opinions/we-are-the-daily-wildcat-and-you-are-too/
OPINION: Five best campus study spots,Eric Roshak,"July 25, 2018",N/A,Opinion,https://wildcat.arizona.edu/142855/opinions/opinion-five-best-campus-study-spots/
Don’t let new developments destroy local vibe,Editorial board,"July 18, 2018",N/A,Opinion,https://wildcat.arizona.edu/99404/opinions/dont-let-new-developments-destroy-local-vibe/
Russian cuisine nothing like that of Arizona,Toni Marcheva,"July 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/107540/opinions/russian-cuisine-nothing-like-that-of-arizona/
Opinion: Listening to music creates timeless vibes,Pascal Albright,"July 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/113609/opinions/opinion-listening-to-music-creates-timeless-vibes/
“Jurassic World” is a falling kingdom,Jasmine Demers,"June 27, 2018",N/A,Opinion,https://wildcat.arizona.edu/99303/opinions/jurassic-world-is-a-falling-kingdom/
Living with no internet; an interesting adventure,Pascal Albright,"June 26, 2018",N/A,Opinion,https://wildcat.arizona.edu/119253/opinions/living-with-no-internet-an-interesting-adventure/
Pixar’s latest is simply ‘Incredible’,Jasmine Demers,"June 25, 2018",N/A,Opinion,https://wildcat.arizona.edu/110911/opinions/pixars-latest-is-simply-incredible/
EDITORIAL: End inhumane family separation,Editorial board,"June 22, 2018",N/A,Opinion,https://wildcat.arizona.edu/104860/opinions/editorial-end-inhumane-family-separation/
EDITORIAL: UA just beginning journey back towards public trust,The Daily Wildcat Opinions Board,"June 4, 2018",N/A,Opinion,https://wildcat.arizona.edu/123017/opinions/editorial-ua-just-beginning-journey-back-towards-public-trust/
Five things I wish I knew as a freshman,Marissa Heffernan,"May 18, 2018",N/A,Opinion,https://wildcat.arizona.edu/99012/opinions/five-things-i-wish-i-knew-as-a-freshman/
Welcome from your student body president,Natalynn Masters,"May 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/109101/opinions/welcome-from-your-student-body-president/
Welcome from President Robbins,Dr. Robert Robbins,"May 15, 2018",N/A,Opinion,https://wildcat.arizona.edu/110169/opinions/welcome-from-president-robbins/
EDITORIAL: Let the Wildcat be your guide,The Daily Wildcat Opinions Board,"May 14, 2018",N/A,Opinion,https://wildcat.arizona.edu/103312/opinions/editorial-let-the-wildcat-be-your-guide/
EDITORIAL: UA must resist weakening of Title IX protection,The Daily Wildcat Opinions Board,"April 24, 2018",N/A,Opinion,https://wildcat.arizona.edu/100028/opinions/editorial-ua-must-resist-weakening-of-title-ix-protection/
OPINION: Embracing ‘Hippie Family Values’,Monique Irish,"April 18, 2018",N/A,Opinion,https://wildcat.arizona.edu/109465/opinions/opinion-embracing-hippie-family-values/
OPINION: President Robbins saves the day,Toni Marcheva,"April 17, 2018",N/A,Opinion,https://wildcat.arizona.edu/114235/opinions/opinion-president-robbins-saves-the-day/
EDITORIAL: Tuition increases violate spirit of Arizona constitution,The Daily Wildcat Opinions Board,"April 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/109903/opinions/editorial-tuition-increases-violate-spirit-of-arizona-constitution/
OPINION: Respect the green vests,Monique Irish,"April 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/103587/opinions/opinion-respect-the-green-vests/
OPINION: Izumi offers all-you-can-eat feasts,Sammy Minsk,"April 3, 2018",N/A,Opinion,https://wildcat.arizona.edu/103639/opinions/opinion-izumi-offers-all-you-can-eat-feasts/
EDITORIAL: Time to listen to young anti-violence activists,The Daily Wildcat Opinions Board,"March 27, 2018",N/A,Opinion,https://wildcat.arizona.edu/103437/opinions/editorial-time-to-listen-to-young-anti-violence-activists/
OPINION: Biden’s trash talking worries some on the left,Chuck Valadez,"March 26, 2018",N/A,Opinion,https://wildcat.arizona.edu/103815/opinions/opinion-bidens-trash-talking-worries-some-on-the-left/
OPINION: Line up for Caravan Grill,Sammy Minsk,"March 22, 2018",N/A,Opinion,https://wildcat.arizona.edu/102367/opinions/opinion-line-up-for-caravan-grill/
"OPINION: Military and academia are allies, not enemies",Eric Roshak,"March 21, 2018",N/A,Opinion,https://wildcat.arizona.edu/106627/opinions/opinion-military-and-academia-are-allies-not-enemies/
OPINION: Gov. Ducey forges own path on gun control,Alec Scott,"March 20, 2018",N/A,Opinion,https://wildcat.arizona.edu/103538/opinions/opinion-gov-ducey-forges-own-path-on-gun-control/
OPINION: West Virginia teacher strikes inspire educators nationwide,Alec Scott,"March 14, 2018",N/A,Opinion,https://wildcat.arizona.edu/105465/opinions/opinion-west-virginia-teacher-strikes-inspire-educators-nationwide/
"OPINION: If DACA isn’t fixed, acts of disobedience may become necessary",Toni Marcheva,"February 21, 2018",N/A,Opinion,https://wildcat.arizona.edu/102167/opinions/opinion-if-daca-isnt-fixed-acts-of-disobedience-may-become-necessary/
"OPINION: After Don Shooter’s exodus, it’s time to clean House (and the rest of the government)",Alec Scott,"February 16, 2018",N/A,Opinion,https://wildcat.arizona.edu/103741/opinions/opinion-after-don-shooters-exodus-its-time-to-clean-house-and-the-rest-of-the-government/
"OPINION: Don’t be elitist, care for your fellow humans",Eric Roshak,"February 12, 2018",N/A,Opinion,https://wildcat.arizona.edu/106438/opinions/opinion-dont-be-elitist-care-for-your-fellow-humans/
OPINION: No new NAFTA deal hurts Arizona more than most,Alec Scott,"February 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/106702/opinions/opinion-no-new-nafta-deal-hurts-arizona-more-than-most/
OPINION: Gov. Ducey’s budget plan leaves UA with few options,Samantha Marks,"February 8, 2018",N/A,Opinion,https://wildcat.arizona.edu/104427/opinions/opinion-gov-duceys-budget-plan-leaves-ua-with-few-options/
"OPINION: With Dow falling, Trump has no leg to stand on",Chuck Valadez,"February 6, 2018",N/A,Opinion,https://wildcat.arizona.edu/100602/opinions/opinion-with-dow-falling-trump-has-no-leg-to-stand-on/
"OPINION: If UA pays women less, why hire men at all?",Toni Marcheva,"January 31, 2018",N/A,Opinion,https://wildcat.arizona.edu/100429/opinions/opinion-if-ua-pays-women-less-why-hire-men-at-all/
OPINION: Joe Arpaio wants to make Arizona great again via the Senate,Chuck Valadez,"January 25, 2018",N/A,Opinion,https://wildcat.arizona.edu/99275/opinions/opinion-joe-arpaio-wants-to-make-arizona-great-again-via-the-senate/
OPINION: Embrace sadness,Eric Roshak,"January 10, 2018",N/A,Opinion,https://wildcat.arizona.edu/127314/opinions/opinion-embrace-sadness/
"OPINION: Work happier, not harder",Alec Scott,"January 9, 2018",N/A,Opinion,https://wildcat.arizona.edu/107489/opinions/opinion-work-happier-not-harder/
Internet must remain open for everyone,Andrew Paxton,"November 27, 2017",N/A,Opinion,https://wildcat.arizona.edu/101527/opinions/internet-must-remain-open-for-everyone/
Opinion: Reflections on recent gubernatorial elections,Eric Roshak,"November 26, 2017",N/A,Opinion,https://wildcat.arizona.edu/98727/opinions/opinion-reflections-on-recent-gubernatorial-elections/
Is it propaganda or school spirit?,Sammy Minsk,"November 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/109971/opinions/is-it-propaganda-or-school-spirit/
Opinion: An election reflection,Toni Marcheva,"November 16, 2017",N/A,Opinion,https://wildcat.arizona.edu/100949/opinions/opinion-an-election-reflection/
Sustainable switches are easier than you think,The Daily Wildcat,"November 15, 2017",N/A,Opinion,https://wildcat.arizona.edu/99290/opinions/sustainable-switches-are-easier-than-you-think/
Boos and Bravos – Sustainability,Editorial board,"November 15, 2017",N/A,Opinion,https://wildcat.arizona.edu/107991/opinions/boos-and-bravos-sustainability/
Advice to my freshmen self,Aly Cantor,"November 9, 2017",N/A,Opinion,https://wildcat.arizona.edu/101929/opinions/advice-to-my-freshmen-self/
Homecoming 2017: Alumni deserve warm welcome back,Sami Marks,"October 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/104974/opinions/homecoming-2017-alumni-deserve-warm-welcome-back/
Guest letter: Be part of homecoming,Melinda Burke,"October 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/111337/opinions/guest-letter-be-part-of-homecoming/
Guest letter: UAPD here to help during Homecoming,Brian Seastone,"October 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/111595/opinions/guest-letter-uapd-here-to-help-during-homecoming/
Reality of American healthcare,Eric Roshak,"October 16, 2017",N/A,Opinion,https://wildcat.arizona.edu/112119/opinions/reality-of-american-healthcare/
What if Arizona doesn’t want to turn blue?,Alec Scott,"October 12, 2017",N/A,Opinion,https://wildcat.arizona.edu/112045/opinions/what-if-arizona-doesnt-want-to-turn-blue/
Topic of the week: Family Weekend,Toni Marcheva,"October 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/114039/opinions/topic-of-the-week-family-weekend/
Opinion: Some students find violence appropriate end to offensive speech,Alec Scott,"October 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/99515/opinions/opinion-some-students-find-violence-appropriate-end-to-offensive-speech/
Opinion: Three shortcomings at UA that need addressed,Toni Marcheva,"October 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/117636/opinions/opinion-three-shortcomings-at-ua-that-need-addressed/
Opinion: What tunes to choose?,Aly Cantor,"October 8, 2017",N/A,Opinion,https://wildcat.arizona.edu/141658/opinions/opinion-what-tunes-to-choose/
Opinion: Campus architecture builds learning setting,Eric Roshak,"October 4, 2017",N/A,Opinion,https://wildcat.arizona.edu/131051/opinions/opinion-campus-architecture-builds-learning-setting/
Opinion: Necessary revival of issue-driven art,Chuck Valadez,"September 30, 2017",N/A,Opinion,https://wildcat.arizona.edu/130418/opinions/opinion-necessary-revival-of-issue-driven-art/
Opinion: Zona Zoo and football key Wildcat experiences,Toni Marcheva,"September 29, 2017",N/A,Opinion,https://wildcat.arizona.edu/104239/opinions/opinion-zona-zoo-and-football-key-wildcat-experiences/
Opinion: Study abroad expands your horizons,Sami Marks,"September 28, 2017",N/A,Opinion,https://wildcat.arizona.edu/142039/opinions/opinion-study-abroad-expands-your-horizons/
Opinion: High property crime in off-campus neighborhoods,Claudia Drace,"September 26, 2017",N/A,Opinion,https://wildcat.arizona.edu/132930/opinions/opinion-high-property-crime-in-off-campus-neighborhoods/
Opinions: Clubs great way to make friends and memories,Sami Marks,"September 25, 2017",N/A,Opinion,https://wildcat.arizona.edu/116064/opinions/opinions-clubs-great-way-to-make-friends-and-memories/
Guest letter: Evidence connects football to brain damage,Fenton Johnson,"September 22, 2017",N/A,Opinion,https://wildcat.arizona.edu/144596/opinions/guest-letter-evidence-connects-football-to-brain-damage/
Opinion: Trump across the aisle,Alec Scott,"September 21, 2017",N/A,Opinion,https://wildcat.arizona.edu/108838/opinions/opinion-trump-across-the-aisle/
Opinion: North Korea’s gamble,Alec Scott,"September 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/127583/opinions/opinion-north-koreas-gamble/
Opinion: Life as an older student:,Sammy Minsk,"September 20, 2017",N/A,Opinion,https://wildcat.arizona.edu/109471/opinions/opinion-life-as-an-older-student/
Opinion: College extracurriculars worth the balancing act,Sami Marks,"September 16, 2017",N/A,Opinion,https://wildcat.arizona.edu/104885/opinions/opinion-college-extracurriculars-worth-the-balancing-act/
Opinion: How private is your social media account?,Sammy Minsk,"September 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/105768/opinions/opinion-how-private-is-your-social-media-account/
Opinion: Beyond alternative facts,Eric Roshak,"September 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/106680/opinions/opinion-beyond-alternative-facts/
Opinion: Honors students left out of loop on new complex,Toni Marcheva,"September 13, 2017",N/A,Opinion,https://wildcat.arizona.edu/126653/opinions/opinion-honors-students-left-out-of-loop-on-new-complex/
Opinion: U.S. an enemy to internet,Chuck Valadez,"September 11, 2017",N/A,Opinion,https://wildcat.arizona.edu/106577/opinions/opinion-u-s-an-enemy-to-internet/
Topic of the week: DACA,Toni Marcheva,"September 6, 2017",N/A,Opinion,https://wildcat.arizona.edu/119484/opinions/topic-of-the-week-daca/
Opinion: Hail to the chief,Eric Roshak,"September 3, 2017",N/A,Opinion,https://wildcat.arizona.edu/122502/opinions/opinion-hail-to-the-chief/
Opinion: A plea for roads,Alec Scott,"August 31, 2017",N/A,Opinion,https://wildcat.arizona.edu/140764/opinions/opinion-a-plea-for-roads/
Opinion: Financial aid office offers help,Toni Marcheva,"August 30, 2017",N/A,Opinion,https://wildcat.arizona.edu/100490/opinions/opinion-financial-aid-office-offers-help/
Opinion: Fear mongering shouldn’t dominate politics,Chuck Valadez,"August 29, 2017",N/A,Opinion,https://wildcat.arizona.edu/136026/opinions/opinion-fear-mongering-shouldnt-dominate-politics/
"Opinion: Women, pursue STEM out of passion, not pressure",Toni Marcheva,"August 26, 2017",N/A,Opinion,https://wildcat.arizona.edu/99165/opinions/opinion-women-pursue-stem-out-of-passion-not-pressure/
Opinion: Freeing yourself from social media,Chuck Valadez,"August 24, 2017",N/A,Opinion,https://wildcat.arizona.edu/141095/opinions/opinion-freeing-yourself-from-social-media/
